Node_1,Node_2,Link,C_Neighbour,P_Attachment,Jaccard_Index,Adamic_Adar,R_Allocation,Salton_Cosine,Sorensen_Index,Promoted_Index,Depressed_Index,LHN_Index
1,851,1,6,2475,0.05882352941176471,1.5266520349433117,0.12446213487980574,0.12060453783110545,0.05555555555555555,0.18181818181818185,0.08,0.0024242424242424242
1,390,1,12,1683,0.16666666666666666,2.8591056069745533,0.18813294768633634,0.2925089696508523,0.14285714285714285,0.3636363636363637,0.2352941176470588,0.0071301247771836
1,1096,1,6,990,0.10526315789473684,1.4547226002762454,0.10539776429104493,0.19069251784911845,0.09523809523809523,0.2,0.18181818181818185,0.006060606060606061
10,665,0,1,1024,0.012658227848101266,0.21443402172070247,0.009433962264150943,0.03125,0.0125,0.0625,0.015625,0.0009765625
10,686,0,0,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,703,0,0,1888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,706,0,0,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,762,0,2,1200,0.02247191011235955,0.4727694595869574,0.03,0.057735026918962574,0.02197802197802198,0.125,0.02666666666666667,0.0016666666666666668
10,836,0,0,192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,848,0,0,192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,595,0,1,848,0.014705882352941175,0.204800443649844,0.007575757575757577,0.034340140987172266,0.014492753623188406,0.0625,0.018867924528301886,0.0011792452830188679
10,1123,0,0,960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,941,0,0,176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,948,0,0,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,959,0,2,1632,0.017241379310344827,0.4558303930426562,0.02515151515151516,0.04950737714883372,0.01694915254237288,0.125,0.0196078431372549,0.0012254901960784314
10,961,0,0,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,172,1,0,176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1139,0,0,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1165,0,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1181,0,0,560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1189,0,1,672,0.017543859649122806,0.2256920214487439,0.011904761904761904,0.03857583749052298,0.017241379310344827,0.0625,0.023809523809523808,0.001488095238095238
10,938,0,0,272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,560,0,0,704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,523,0,0,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1214,0,0,176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,261,0,1,656,0.017857142857142856,0.21443402172070247,0.009433962264150943,0.03904344047215152,0.017543859649122806,0.0625,0.024390243902439025,0.001524390243902439
10,267,0,1,1552,0.008928571428571428,0.21443402172070247,0.009433962264150943,0.025383654128340486,0.008849557522123894,0.0625,0.010309278350515464,0.0006443298969072165
10,300,0,0,1904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,303,0,3,1392,0.03,0.732022603918667,0.05397727272727273,0.0804084401128346,0.029126213592233014,0.1875,0.03448275862068965,0.0021551724137931034
10,315,0,0,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,316,0,0,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,317,0,0,528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,543,1,4,1568,0.03636363636363636,0.9720642347856032,0.06836829836829836,0.10101525445522108,0.03508771929824561,0.25,0.040816326530612235,0.002551020408163265
10,332,0,0,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,365,0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,398,0,0,544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,403,0,0,352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,411,0,0,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,425,0,0,640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,448,0,1,272,0.03125,0.30692767643013485,0.038461538461538464,0.060633906259083235,0.030303030303030307,0.0625,0.05882352941176471,0.003676470588235294
10,460,0,1,688,0.017241379310344827,0.21714724095162588,0.01,0.038124642583151166,0.01694915254237288,0.0625,0.02325581395348837,0.0014534883720930232
10,497,0,0,480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,552,0,0,848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1221,0,0,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1241,0,1,496,0.021739130434782608,0.204800443649844,0.007575757575757577,0.04490132550669373,0.02127659574468085,0.0625,0.03225806451612903,0.0020161290322580645
10,259,0,0,656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,225,0,0,720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,219,0,2,976,0.02666666666666667,0.4498114772730893,0.023719676549865232,0.06401843996644799,0.025974025974025976,0.125,0.032786885245901634,0.0020491803278688526
10,658,1,2,288,0.0625,0.5507766999110376,0.06313131313131312,0.11785113019775792,0.05882352941176471,0.125,0.1111111111111111,0.006944444444444444
10,190,0,0,384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,993,1,2,1808,0.015748031496062992,0.4434835957408744,0.022727272727272728,0.047036043419179864,0.015503875968992246,0.125,0.017699115044247787,0.0011061946902654867
10,180,0,4,816,0.06349206349206349,1.0409736150504671,0.0926243648824294,0.14002800840280094,0.05970149253731344,0.25,0.0784313725490196,0.004901960784313725
10,173,0,0,320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,604,1,7,1008,0.09722222222222222,1.9003587315726755,0.18772122633889127,0.2204792759220492,0.08860759493670886,0.4375,0.1111111111111111,0.006944444444444444
10,31,1,7,736,0.12727272727272726,1.8681605988525438,0.1813301664184196,0.25802342327107003,0.1129032258064516,0.4375,0.15217391304347827,0.009510869565217392
10,161,0,0,384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,131,0,0,224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,107,0,1,384,0.02564102564102564,0.25433477814404226,0.0196078431372549,0.051031036307982884,0.025,0.0625,0.04166666666666666,0.0026041666666666665
10,101,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,87,0,0,384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,52,0,6,1248,0.06818181818181818,1.4331337117867342,0.09455877455877457,0.16984155512168936,0.06382978723404255,0.375,0.07692307692307693,0.004807692307692308
10,16,0,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,15,0,0,624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,431,0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1229,0,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1441,0,0,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,422,0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1257,0,0,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1283,0,0,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1284,0,0,1056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1342,0,0,176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1350,0,1,720,0.016666666666666666,0.21443402172070247,0.009433962264150943,0.037267799624996496,0.016393442622950817,0.0625,0.022222222222222227,0.001388888888888889
10,1379,0,0,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1397,0,0,528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1436,0,0,720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1444,0,0,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1457,0,0,192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1465,0,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1487,0,0,592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1493,0,0,496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1499,0,1,1760,0.008,0.2256920214487439,0.011904761904761904,0.02383656473113981,0.007936507936507936,0.0625,0.00909090909090909,0.0005681818181818182
10,1513,0,0,672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1134,0,0,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1045,0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1434,0,0,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,234,0,0,320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,113,0,1,595,0.0196078431372549,0.2211514277946646,0.010869565217391304,0.04099600308453938,0.019230769230769232,0.05882352941176471,0.028571428571428567,0.0016806722689075631
100,810,1,16,2065,0.20512820512820512,3.6075077644684312,0.20846291815880488,0.3520950785085292,0.1702127659574468,0.4571428571428571,0.2711864406779661,0.00774818401937046
100,300,1,18,4165,0.1323529411764706,4.34808874115332,0.3450454804094669,0.2789105886239865,0.11688311688311688,0.5142857142857142,0.15126050420168066,0.004321728691476591
100,1065,0,3,1015,0.04918032786885247,0.5584058188841019,0.013946401469765956,0.09416472308615167,0.046875,0.10344827586206896,0.08571428571428573,0.002955665024630542
100,938,0,5,595,0.10638297872340426,0.9812103074263956,0.03295701688640371,0.20498001542269687,0.09615384615384616,0.29411764705882354,0.14285714285714285,0.008403361344537815
100,920,0,2,210,0.05128205128205128,0.4135201562731001,0.017260517260517264,0.13801311186847084,0.04878048780487805,0.3333333333333333,0.057142857142857134,0.009523809523809525
100,616,0,0,665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,552,0,0,1855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,318,0,0,980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,225,0,7,1575,0.0958904109589041,1.43071648618646,0.0579467884942988,0.17638342073763938,0.0875,0.2,0.15555555555555556,0.0044444444444444444
100,170,0,0,455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,223,1,32,9485,0.1167883211678832,7.8158930999444785,0.6104350667861586,0.3285725745436228,0.1045751633986928,0.9142857142857144,0.11808118081180813,0.0033737480231945177
1000,1151,1,9,720,0.1914893617021277,2.456146544528023,0.23552514360540416,0.3354101966249685,0.16071428571428573,0.45,0.25,0.0125
1000,1359,1,7,1872,0.08641975308641975,1.9808192443118449,0.2124072017639998,0.1617875572323585,0.07954545454545454,0.19444444444444445,0.1346153846153846,0.0037393162393162395
1000,1308,0,1,1512,0.012987012987012988,0.2769378934088574,0.027027027027027032,0.025717224993681984,0.01282051282051282,0.027777777777777776,0.023809523809523808,0.0006613756613756613
1000,1236,1,8,972,0.14545454545454545,2.2415681233239604,0.2299631922047707,0.25660011963983365,0.12698412698412698,0.2962962962962963,0.2222222222222222,0.00823045267489712
1000,1289,0,3,4932,0.017647058823529408,0.6945400871760876,0.04227666868320226,0.04271788288583805,0.017341040462427744,0.08333333333333333,0.021897810218978103,0.0006082725060827251
1000,1395,0,0,900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,1348,0,0,972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,1323,0,2,2844,0.017699115044247787,0.4584675817204781,0.025503573749187783,0.037502930030867465,0.017391304347826087,0.05555555555555555,0.02531645569620253,0.0007032348804500703
1000,1490,0,4,4752,0.024390243902439025,1.0195460275173862,0.08150292917746861,0.05802588531856594,0.023809523809523808,0.1111111111111111,0.030303030303030307,0.0008417508417508417
1001,1501,0,0,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,1402,0,0,754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,1516,0,0,702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,1505,0,0,2080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,1380,0,0,2574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,1336,0,4,1664,0.04651162790697674,0.9649269361690359,0.06524971249371345,0.09805806756909202,0.04444444444444445,0.15384615384615385,0.0625,0.002403846153846154
1001,1219,0,1,572,0.02127659574468085,0.20065789214663352,0.00684931506849315,0.04181210050035454,0.02083333333333333,0.045454545454545456,0.038461538461538464,0.0017482517482517483
1001,1168,0,1,936,0.016393442622950817,0.30341307554227914,0.037037037037037035,0.03268602252303067,0.016129032258064516,0.038461538461538464,0.027777777777777776,0.0010683760683760685
1001,1159,0,3,1326,0.040540540540540536,0.6708828989950635,0.035380558789610286,0.08238525545716346,0.03896103896103896,0.1153846153846154,0.05882352941176471,0.0022624434389140274
1001,1120,0,0,676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,1483,0,0,364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,643,0,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,1006,0,2,1222,0.028169014084507043,0.4969853569446066,0.03587301587301588,0.05721295676906231,0.0273972602739726,0.07692307692307693,0.0425531914893617,0.0016366612111292963
1001,1008,0,0,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,1015,0,0,312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,1135,0,1,646,0.018518518518518517,0.2361773372762899,0.014492753623188406,0.039344473768231684,0.01818181818181818,0.05882352941176471,0.02631578947368421,0.0015479876160990713
1003,1150,0,4,1003,0.05555555555555555,0.9234828810866348,0.05690339072692014,0.12630179559013452,0.05263157894736842,0.2352941176470588,0.06779661016949153,0.003988035892323031
1003,1151,0,0,340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,1161,0,0,986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,1250,0,0,357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,1270,0,0,612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,1294,0,0,918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,1329,0,0,1445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,1456,0,3,2210,0.02083333333333333,0.7246602114546159,0.05128205128205128,0.06381534447172756,0.020408163265306117,0.17647058823529413,0.02307692307692308,0.0013574660633484162
1003,1097,0,0,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,1239,0,0,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,1325,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,1357,0,1,112,0.045454545454545456,0.25973030217227155,0.02127659574468085,0.0944911182523068,0.043478260869565216,0.14285714285714285,0.0625,0.008928571428571428
1005,1293,1,18,5974,0.1258741258741259,4.094160682013774,0.23556939947977235,0.23288413087439755,0.11180124223602483,0.3103448275862069,0.17475728155339804,0.003013056578506863
1005,1081,1,0,406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1005,1502,1,6,4930,0.043795620437956206,1.2548169378724912,0.05141778389844623,0.08545309378438276,0.04195804195804196,0.10344827586206896,0.07058823529411765,0.0012170385395537525
